player_id,team_id,minutes_played,data
gOMnRnO8Mw,eVq3ya6MWO,100,"[{'action_type': 'Claiming', 'goals_added_raw': 0.0034000000000000002, 'goals_added_above_avg': 0.0039000000000000003, 'count_actions': 2}, {'action_type': 'Fielding', 'goals_added_raw': -0.0023, 'goals_added_above_avg': 0.0035, 'count_actions': 16}, {'action_type': 'Handling', 'goals_added_raw': 0.0095, 'goals_added_above_avg': 0.0089, 'count_actions': 4}, {'action_type': 'Passing', 'goals_added_raw': 0.0663, 'goals_added_above_avg': 0.003, 'count_actions': 32}, {'action_type': 'Shotstopping', 'goals_added_raw': -2.3912, 'goals_added_above_avg': -2.3555, 'count_actions': 9}, {'action_type': 'Sweeping', 'goals_added_raw': -0.10020000000000001, 'goals_added_above_avg': -0.09860000000000001, 'count_actions': 5}]"
gOMnRzymMw,WBLMvYAQxe,1214,"[{'action_type': 'Claiming', 'goals_added_raw': -0.0396, 'goals_added_above_avg': -0.034, 'count_actions': 16}, {'action_type': 'Fielding', 'goals_added_raw': 0.0505, 'goals_added_above_avg': 0.12010000000000001, 'count_actions': 352}, {'action_type': 'Handling', 'goals_added_raw': -0.3689, 'goals_added_above_avg': -0.3763, 'count_actions': 49}, {'action_type': 'Passing', 'goals_added_raw': 1.0033, 'goals_added_above_avg': 0.23450000000000001, 'count_actions': 469}, {'action_type': 'Shotstopping', 'goals_added_raw': 2.5811, 'goals_added_above_avg': 3.014, 'count_actions': 64}, {'action_type': 'Sweeping', 'goals_added_raw': 0.2985, 'goals_added_above_avg': 0.31820000000000004, 'count_actions': 34}]"
gpMO4XD5zy,zeQZkL1MKw,1186,"[{'action_type': 'Claiming', 'goals_added_raw': 0.012, 'goals_added_above_avg': 0.0175, 'count_actions': 8}, {'action_type': 'Fielding', 'goals_added_raw': -0.0644, 'goals_added_above_avg': 0.0036000000000000003, 'count_actions': 338}, {'action_type': 'Handling', 'goals_added_raw': -0.2079, 'goals_added_above_avg': -0.2152, 'count_actions': 37}, {'action_type': 'Passing', 'goals_added_raw': 0.6356, 'goals_added_above_avg': -0.1154, 'count_actions': 446}, {'action_type': 'Shotstopping', 'goals_added_raw': -3.0673, 'goals_added_above_avg': -2.6444, 'count_actions': 56}, {'action_type': 'Sweeping', 'goals_added_raw': 0.32080000000000003, 'goals_added_above_avg': 0.34, 'count_actions': 21}]"
gpMOaPn1qz,mvzqoLZQap,294,"[{'action_type': 'Claiming', 'goals_added_raw': 0.0046, 'goals_added_above_avg': 0.0059, 'count_actions': 2}, {'action_type': 'Fielding', 'goals_added_raw': -0.0083, 'goals_added_above_avg': 0.0086, 'count_actions': 37}, {'action_type': 'Handling', 'goals_added_raw': 0.156, 'goals_added_above_avg': 0.1542, 'count_actions': 13}, {'action_type': 'Passing', 'goals_added_raw': 0.13670000000000002, 'goals_added_above_avg': -0.0495, 'count_actions': 68}, {'action_type': 'Shotstopping', 'goals_added_raw': -0.15360000000000001, 'goals_added_above_avg': -0.0488, 'count_actions': 23}, {'action_type': 'Sweeping', 'goals_added_raw': 0.0019, 'goals_added_above_avg': 0.0067, 'count_actions': 8}]"
gpMOoO8rMz,Z2vQ1xlqrA,2038,"[{'action_type': 'Claiming', 'goals_added_raw': -0.0028, 'goals_added_above_avg': 0.0066, 'count_actions': 31}, {'action_type': 'Fielding', 'goals_added_raw': -0.23950000000000002, 'goals_added_above_avg': -0.1227, 'count_actions': 301}, {'action_type': 'Handling', 'goals_added_raw': -0.1356, 'goals_added_above_avg': -0.148, 'count_actions': 68}, {'action_type': 'Passing', 'goals_added_raw': 1.2991000000000001, 'goals_added_above_avg': 0.0086, 'count_actions': 613}, {'action_type': 'Shotstopping', 'goals_added_raw': -1.9297, 'goals_added_above_avg': -1.203, 'count_actions': 103}, {'action_type': 'Sweeping', 'goals_added_raw': -0.222, 'goals_added_above_avg': -0.1889, 'count_actions': 37}]"
jYQJz0RGQG,zeQZBOzQKw,2027,"[{'action_type': 'Claiming', 'goals_added_raw': 0.055, 'goals_added_above_avg': 0.06430000000000001, 'count_actions': 18}, {'action_type': 'Fielding', 'goals_added_raw': -0.3365, 'goals_added_above_avg': -0.22030000000000002, 'count_actions': 444}, {'action_type': 'Handling', 'goals_added_raw': -0.5127, 'goals_added_above_avg': -0.5251, 'count_actions': 61}, {'action_type': 'Passing', 'goals_added_raw': 0.9827, 'goals_added_above_avg': -0.3009, 'count_actions': 650}, {'action_type': 'Shotstopping', 'goals_added_raw': 2.2261, 'goals_added_above_avg': 2.9489, 'count_actions': 85}, {'action_type': 'Sweeping', 'goals_added_raw': 0.18480000000000002, 'goals_added_above_avg': 0.2177, 'count_actions': 45}]"
jYQJz3rWQG,YgOMngl5wN,330,"[{'action_type': 'Claiming', 'goals_added_raw': 0.0019, 'goals_added_above_avg': 0.0034000000000000002, 'count_actions': 2}, {'action_type': 'Fielding', 'goals_added_raw': 0.0118, 'goals_added_above_avg': 0.0307, 'count_actions': 71}, {'action_type': 'Handling', 'goals_added_raw': 0.0346, 'goals_added_above_avg': 0.032600000000000004, 'count_actions': 8}, {'action_type': 'Passing', 'goals_added_raw': 0.1683, 'goals_added_above_avg': -0.0407, 'count_actions': 97}, {'action_type': 'Shotstopping', 'goals_added_raw': -0.8261000000000001, 'goals_added_above_avg': -0.7085, 'count_actions': 15}, {'action_type': 'Sweeping', 'goals_added_raw': 0.1343, 'goals_added_above_avg': 0.13970000000000002, 'count_actions': 3}]"
KAqBgD4Qbg,YgOMngl5wN,1225,"[{'action_type': 'Claiming', 'goals_added_raw': 0.0328, 'goals_added_above_avg': 0.0385, 'count_actions': 7}, {'action_type': 'Fielding', 'goals_added_raw': -0.6477, 'goals_added_above_avg': -0.5775, 'count_actions': 280}, {'action_type': 'Handling', 'goals_added_raw': 0.157, 'goals_added_above_avg': 0.1495, 'count_actions': 27}, {'action_type': 'Passing', 'goals_added_raw': 0.5911000000000001, 'goals_added_above_avg': -0.18460000000000001, 'count_actions': 378}, {'action_type': 'Shotstopping', 'goals_added_raw': -3.7201, 'goals_added_above_avg': -3.2833, 'count_actions': 46}, {'action_type': 'Sweeping', 'goals_added_raw': 0.0429, 'goals_added_above_avg': 0.06280000000000001, 'count_actions': 20}]"
KPqjo08PQ6,mvzqoLZQap,397,"[{'action_type': 'Claiming', 'goals_added_raw': 0.0196, 'goals_added_above_avg': 0.021400000000000002, 'count_actions': 4}, {'action_type': 'Fielding', 'goals_added_raw': 0.045, 'goals_added_above_avg': 0.06770000000000001, 'count_actions': 108}, {'action_type': 'Handling', 'goals_added_raw': 0.009000000000000001, 'goals_added_above_avg': 0.0066, 'count_actions': 3}, {'action_type': 'Passing', 'goals_added_raw': 0.2666, 'goals_added_above_avg': 0.0152, 'count_actions': 150}, {'action_type': 'Shotstopping', 'goals_added_raw': -0.6407, 'goals_added_above_avg': -0.49920000000000003, 'count_actions': 5}, {'action_type': 'Sweeping', 'goals_added_raw': 0.025400000000000002, 'goals_added_above_avg': 0.0318, 'count_actions': 12}]"
KPqjonZyQ6,WBLMvYAQxe,698,"[{'action_type': 'Claiming', 'goals_added_raw': -0.0224, 'goals_added_above_avg': -0.019200000000000002, 'count_actions': 6}, {'action_type': 'Fielding', 'goals_added_raw': 0.0155, 'goals_added_above_avg': 0.0555, 'count_actions': 175}, {'action_type': 'Handling', 'goals_added_raw': -0.0115, 'goals_added_above_avg': -0.0158, 'count_actions': 25}, {'action_type': 'Passing', 'goals_added_raw': 0.3955, 'goals_added_above_avg': -0.0465, 'count_actions': 234}, {'action_type': 'Shotstopping', 'goals_added_raw': -1.1569, 'goals_added_above_avg': -0.908, 'count_actions': 36}, {'action_type': 'Sweeping', 'goals_added_raw': -0.076, 'goals_added_above_avg': -0.06470000000000001, 'count_actions': 13}]"
kRQa22wjMK,jYQJ8EW5GR,1941,"[{'action_type': 'Claiming', 'goals_added_raw': 0.0878, 'goals_added_above_avg': 0.09680000000000001, 'count_actions': 19}, {'action_type': 'Fielding', 'goals_added_raw': 0.0531, 'goals_added_above_avg': 0.16440000000000002, 'count_actions': 243}, {'action_type': 'Handling', 'goals_added_raw': -0.33140000000000003, 'goals_added_above_avg': -0.3432, 'count_actions': 52}, {'action_type': 'Passing', 'goals_added_raw': 0.76, 'goals_added_above_avg': -0.4691, 'count_actions': 480}, {'action_type': 'Shotstopping', 'goals_added_raw': -0.9144, 'goals_added_above_avg': -0.2223, 'count_actions': 77}, {'action_type': 'Sweeping', 'goals_added_raw': 0.1039, 'goals_added_above_avg': 0.1355, 'count_actions': 37}]"
kRQa2LebMK,kRQand1MKZ,1586,"[{'action_type': 'Claiming', 'goals_added_raw': 0.027200000000000002, 'goals_added_above_avg': 0.0346, 'count_actions': 14}, {'action_type': 'Fielding', 'goals_added_raw': 0.006200000000000001, 'goals_added_above_avg': 0.0971, 'count_actions': 334}, {'action_type': 'Handling', 'goals_added_raw': 0.1744, 'goals_added_above_avg': 0.1647, 'count_actions': 42}, {'action_type': 'Passing', 'goals_added_raw': 1.2622, 'goals_added_above_avg': 0.2579, 'count_actions': 543}, {'action_type': 'Shotstopping', 'goals_added_raw': 1.9913, 'goals_added_above_avg': 2.5568, 'count_actions': 54}, {'action_type': 'Sweeping', 'goals_added_raw': 0.0557, 'goals_added_above_avg': 0.0814, 'count_actions': 14}]"
kRQaonbo5K,mvzqoLZQap,1308,"[{'action_type': 'Claiming', 'goals_added_raw': -0.054900000000000004, 'goals_added_above_avg': -0.0488, 'count_actions': 10}, {'action_type': 'Fielding', 'goals_added_raw': -0.0018000000000000002, 'goals_added_above_avg': 0.0732, 'count_actions': 391}, {'action_type': 'Handling', 'goals_added_raw': 0.2073, 'goals_added_above_avg': 0.1993, 'count_actions': 32}, {'action_type': 'Passing', 'goals_added_raw': 1.0343, 'goals_added_above_avg': 0.20600000000000002, 'count_actions': 518}, {'action_type': 'Shotstopping', 'goals_added_raw': 1.2557, 'goals_added_above_avg': 1.7221000000000002, 'count_actions': 46}, {'action_type': 'Sweeping', 'goals_added_raw': -0.2812, 'goals_added_above_avg': -0.2599, 'count_actions': 30}]"
KXMe39a6q6,9z5k7Yg5A3,911,"[{'action_type': 'Claiming', 'goals_added_raw': -0.0055000000000000005, 'goals_added_above_avg': -0.0013000000000000002, 'count_actions': 5}, {'action_type': 'Fielding', 'goals_added_raw': 0.0362, 'goals_added_above_avg': 0.0884, 'count_actions': 104}, {'action_type': 'Handling', 'goals_added_raw': -0.1553, 'goals_added_above_avg': -0.1608, 'count_actions': 11}, {'action_type': 'Passing', 'goals_added_raw': 0.44, 'goals_added_above_avg': -0.1369, 'count_actions': 217}, {'action_type': 'Shotstopping', 'goals_added_raw': -0.5712, 'goals_added_above_avg': -0.24630000000000002, 'count_actions': 20}, {'action_type': 'Sweeping', 'goals_added_raw': 0.1496, 'goals_added_above_avg': 0.16440000000000002, 'count_actions': 8}]"
ljqEjOpzQx,pzeQZ6xQKw,1124,"[{'action_type': 'Claiming', 'goals_added_raw': 0.0379, 'goals_added_above_avg': 0.0431, 'count_actions': 10}, {'action_type': 'Fielding', 'goals_added_raw': 0.048100000000000004, 'goals_added_above_avg': 0.1125, 'count_actions': 184}, {'action_type': 'Handling', 'goals_added_raw': 0.426, 'goals_added_above_avg': 0.41910000000000003, 'count_actions': 44}, {'action_type': 'Passing', 'goals_added_raw': 0.6686000000000001, 'goals_added_above_avg': -0.0431, 'count_actions': 351}, {'action_type': 'Shotstopping', 'goals_added_raw': 5.1737, 'goals_added_above_avg': 5.5745000000000005, 'count_actions': 60}, {'action_type': 'Sweeping', 'goals_added_raw': 0.0637, 'goals_added_above_avg': 0.082, 'count_actions': 25}]"
N6MmeEN0ME,pzeQZ6xQKw,800,"[{'action_type': 'Claiming', 'goals_added_raw': 0.044, 'goals_added_above_avg': 0.0477, 'count_actions': 18}, {'action_type': 'Fielding', 'goals_added_raw': 0.0025, 'goals_added_above_avg': 0.048400000000000006, 'count_actions': 128}, {'action_type': 'Handling', 'goals_added_raw': -0.5014000000000001, 'goals_added_above_avg': -0.5063, 'count_actions': 32}, {'action_type': 'Passing', 'goals_added_raw': 0.5073, 'goals_added_above_avg': 0.0007, 'count_actions': 253}, {'action_type': 'Shotstopping', 'goals_added_raw': 4.5864, 'goals_added_above_avg': 4.8716, 'count_actions': 39}, {'action_type': 'Sweeping', 'goals_added_raw': -0.0756, 'goals_added_above_avg': -0.0626, 'count_actions': 22}]"
NPqxeGOZQ9,0KPqjA456v,1484,"[{'action_type': 'Claiming', 'goals_added_raw': 0.1272, 'goals_added_above_avg': 0.1341, 'count_actions': 18}, {'action_type': 'Fielding', 'goals_added_raw': -0.4813, 'goals_added_above_avg': -0.3962, 'count_actions': 264}, {'action_type': 'Handling', 'goals_added_raw': 0.0145, 'goals_added_above_avg': 0.0054, 'count_actions': 61}, {'action_type': 'Passing', 'goals_added_raw': 0.9505, 'goals_added_above_avg': 0.0108, 'count_actions': 458}, {'action_type': 'Shotstopping', 'goals_added_raw': 3.0541, 'goals_added_above_avg': 3.5832, 'count_actions': 81}, {'action_type': 'Sweeping', 'goals_added_raw': 0.3209, 'goals_added_above_avg': 0.34500000000000003, 'count_actions': 38}]"
Oa5wV6LWM1,Vj58weDM8n,295,"[{'action_type': 'Claiming', 'goals_added_raw': 0.0313, 'goals_added_above_avg': 0.032600000000000004, 'count_actions': 5}, {'action_type': 'Fielding', 'goals_added_raw': 0.010100000000000001, 'goals_added_above_avg': 0.027, 'count_actions': 68}, {'action_type': 'Handling', 'goals_added_raw': -0.20040000000000002, 'goals_added_above_avg': -0.20220000000000002, 'count_actions': 10}, {'action_type': 'Passing', 'goals_added_raw': 0.1499, 'goals_added_above_avg': -0.037, 'count_actions': 96}, {'action_type': 'Shotstopping', 'goals_added_raw': 2.3806, 'goals_added_above_avg': 2.4858000000000002, 'count_actions': 11}, {'action_type': 'Sweeping', 'goals_added_raw': -0.0173, 'goals_added_above_avg': -0.0125, 'count_actions': 4}]"
odMXEAde5Y,pzeQZ6xQKw,96,"[{'action_type': 'Claiming', 'goals_added_raw': 0, 'goals_added_above_avg': 0.0004, 'count_actions': 0}, {'action_type': 'Fielding', 'goals_added_raw': 0.0009000000000000001, 'goals_added_above_avg': 0.0064, 'count_actions': 18}, {'action_type': 'Handling', 'goals_added_raw': -0.0132, 'goals_added_above_avg': -0.013800000000000002, 'count_actions': 3}, {'action_type': 'Passing', 'goals_added_raw': 0.08020000000000001, 'goals_added_above_avg': 0.0194, 'count_actions': 27}, {'action_type': 'Shotstopping', 'goals_added_raw': 0.7707, 'goals_added_above_avg': 0.8049000000000001, 'count_actions': 5}, {'action_type': 'Sweeping', 'goals_added_raw': 0.006900000000000001, 'goals_added_above_avg': 0.0085, 'count_actions': 1}]"
odMXRoXoqY,Vj58weDM8n,1705,"[{'action_type': 'Claiming', 'goals_added_raw': 0.0407, 'goals_added_above_avg': 0.048600000000000004, 'count_actions': 20}, {'action_type': 'Fielding', 'goals_added_raw': 0.0161, 'goals_added_above_avg': 0.1139, 'count_actions': 315}, {'action_type': 'Handling', 'goals_added_raw': 0.3385, 'goals_added_above_avg': 0.3281, 'count_actions': 54}, {'action_type': 'Passing', 'goals_added_raw': 0.806, 'goals_added_above_avg': -0.2737, 'count_actions': 506}, {'action_type': 'Shotstopping', 'goals_added_raw': 4.2625, 'goals_added_above_avg': 4.8705, 'count_actions': 71}, {'action_type': 'Sweeping', 'goals_added_raw': 0.0038, 'goals_added_above_avg': 0.0315, 'count_actions': 28}]"
p6qb4pwM0G,a2lqR4JMr0,1942,"[{'action_type': 'Claiming', 'goals_added_raw': -0.002, 'goals_added_above_avg': 0.007, 'count_actions': 9}, {'action_type': 'Fielding', 'goals_added_raw': -0.1305, 'goals_added_above_avg': -0.019200000000000002, 'count_actions': 665}, {'action_type': 'Handling', 'goals_added_raw': -0.024200000000000003, 'goals_added_above_avg': -0.036000000000000004, 'count_actions': 55}, {'action_type': 'Passing', 'goals_added_raw': 1.3473, 'goals_added_above_avg': 0.11760000000000001, 'count_actions': 789}, {'action_type': 'Shotstopping', 'goals_added_raw': 3.6556, 'goals_added_above_avg': 4.3481, 'count_actions': 81}, {'action_type': 'Sweeping', 'goals_added_raw': 0.15180000000000002, 'goals_added_above_avg': 0.18330000000000002, 'count_actions': 33}]"
p6qbeEd350,gpMOLwl5zy,2004,"[{'action_type': 'Claiming', 'goals_added_raw': 0.20140000000000002, 'goals_added_above_avg': 0.2107, 'count_actions': 37}, {'action_type': 'Fielding', 'goals_added_raw': 0.0796, 'goals_added_above_avg': 0.1945, 'count_actions': 511}, {'action_type': 'Handling', 'goals_added_raw': 0.1935, 'goals_added_above_avg': 0.18130000000000002, 'count_actions': 66}, {'action_type': 'Passing', 'goals_added_raw': 1.6457000000000002, 'goals_added_above_avg': 0.37670000000000003, 'count_actions': 751}, {'action_type': 'Shotstopping', 'goals_added_raw': 3.1171, 'goals_added_above_avg': 3.8317, 'count_actions': 87}, {'action_type': 'Sweeping', 'goals_added_raw': -0.051800000000000006, 'goals_added_above_avg': -0.0193, 'count_actions': 32}]"
p6qborPBQ0,jYQJ8EW5GR,99,"[{'action_type': 'Claiming', 'goals_added_raw': 0.006900000000000001, 'goals_added_above_avg': 0.0074, 'count_actions': 4}, {'action_type': 'Fielding', 'goals_added_raw': 0, 'goals_added_above_avg': 0.0057, 'count_actions': 2}, {'action_type': 'Handling', 'goals_added_raw': -0.0034000000000000002, 'goals_added_above_avg': -0.004, 'count_actions': 5}, {'action_type': 'Passing', 'goals_added_raw': 0.0207, 'goals_added_above_avg': -0.042, 'count_actions': 25}, {'action_type': 'Shotstopping', 'goals_added_raw': 0.09920000000000001, 'goals_added_above_avg': 0.1345, 'count_actions': 6}, {'action_type': 'Sweeping', 'goals_added_raw': 0.0057, 'goals_added_above_avg': 0.0073, 'count_actions': 2}]"
raMyAW6BMd,APk5LGOMOW,197,"[{'action_type': 'Claiming', 'goals_added_raw': 0.0262, 'goals_added_above_avg': 0.027100000000000003, 'count_actions': 4}, {'action_type': 'Fielding', 'goals_added_raw': 0.0022, 'goals_added_above_avg': 0.0135, 'count_actions': 55}, {'action_type': 'Handling', 'goals_added_raw': 0.0099, 'goals_added_above_avg': 0.008700000000000001, 'count_actions': 7}, {'action_type': 'Passing', 'goals_added_raw': 0.12480000000000001, 'goals_added_above_avg': 9.113200000000001e-06, 'count_actions': 69}, {'action_type': 'Shotstopping', 'goals_added_raw': -2.3487999999999998, 'goals_added_above_avg': -2.2785, 'count_actions': 14}, {'action_type': 'Sweeping', 'goals_added_raw': 0.0082, 'goals_added_above_avg': 0.0114, 'count_actions': 4}]"
Xj5Y43JyMb,X0Oq66zq6D,559,"[{'action_type': 'Claiming', 'goals_added_raw': 0.0443, 'goals_added_above_avg': 0.046900000000000004, 'count_actions': 7}, {'action_type': 'Fielding', 'goals_added_raw': -0.3043, 'goals_added_above_avg': -0.2722, 'count_actions': 102}, {'action_type': 'Handling', 'goals_added_raw': -0.0853, 'goals_added_above_avg': -0.0887, 'count_actions': 7}, {'action_type': 'Passing', 'goals_added_raw': 0.2449, 'goals_added_above_avg': -0.1091, 'count_actions': 164}, {'action_type': 'Shotstopping', 'goals_added_raw': -1.691, 'goals_added_above_avg': -1.4917, 'count_actions': 13}, {'action_type': 'Sweeping', 'goals_added_raw': -0.2853, 'goals_added_above_avg': -0.2762, 'count_actions': 11}]"
XVqKneW501,jYQJ19EqGR,1707,"[{'action_type': 'Claiming', 'goals_added_raw': 0.1012, 'goals_added_above_avg': 0.1092, 'count_actions': 14}, {'action_type': 'Fielding', 'goals_added_raw': -0.082, 'goals_added_above_avg': 0.0158, 'count_actions': 271}, {'action_type': 'Handling', 'goals_added_raw': -0.28, 'goals_added_above_avg': -0.2904, 'count_actions': 44}, {'action_type': 'Passing', 'goals_added_raw': 0.779, 'goals_added_above_avg': -0.3019, 'count_actions': 488}, {'action_type': 'Shotstopping', 'goals_added_raw': 0.5412, 'goals_added_above_avg': 1.1499, 'count_actions': 61}, {'action_type': 'Sweeping', 'goals_added_raw': 0.0061, 'goals_added_above_avg': 0.0339, 'count_actions': 14}]"
xW5pxyxB5g,NPqxKXZ59d,200,"[{'action_type': 'Claiming', 'goals_added_raw': 0.0206, 'goals_added_above_avg': 0.021500000000000002, 'count_actions': 4}, {'action_type': 'Fielding', 'goals_added_raw': 0.0017000000000000001, 'goals_added_above_avg': 0.0132, 'count_actions': 39}, {'action_type': 'Handling', 'goals_added_raw': 0.12840000000000001, 'goals_added_above_avg': 0.12710000000000002, 'count_actions': 9}, {'action_type': 'Passing', 'goals_added_raw': 0.0881, 'goals_added_above_avg': -0.0385, 'count_actions': 62}, {'action_type': 'Shotstopping', 'goals_added_raw': 0.9617, 'goals_added_above_avg': 1.033, 'count_actions': 11}, {'action_type': 'Sweeping', 'goals_added_raw': 0.046700000000000005, 'goals_added_above_avg': 0.05, 'count_actions': 4}]"
0x5gL4GRq7,0OlMlzRqLz,1399,"[{'action_type': 'Claiming', 'goals_added_raw': 0.0364, 'goals_added_above_avg': 0.030600000000000002, 'count_actions': 18}, {'action_type': 'Fielding', 'goals_added_raw': 0.0054, 'goals_added_above_avg': 0.0954, 'count_actions': 325}, {'action_type': 'Handling', 'goals_added_raw': -0.7789, 'goals_added_above_avg': -0.7616, 'count_actions': 35}, {'action_type': 'Passing', 'goals_added_raw': 0.81, 'goals_added_above_avg': -0.1273, 'count_actions': 450}, {'action_type': 'Shotstopping', 'goals_added_raw': 4.3339, 'goals_added_above_avg': 4.7758, 'count_actions': 47}, {'action_type': 'Sweeping', 'goals_added_raw': 0.0585, 'goals_added_above_avg': 0.0988, 'count_actions': 31}]"
0x5gLePjq7,0Oq62Dgq6D,138,"[{'action_type': 'Claiming', 'goals_added_raw': 0.0022, 'goals_added_above_avg': 0.0016, 'count_actions': 1}, {'action_type': 'Fielding', 'goals_added_raw': -0.0091, 'goals_added_above_avg': -0.0002, 'count_actions': 46}, {'action_type': 'Handling', 'goals_added_raw': -0.1282, 'goals_added_above_avg': -0.1265, 'count_actions': 5}, {'action_type': 'Passing', 'goals_added_raw': 0.1144, 'goals_added_above_avg': 0.0219, 'count_actions': 65}, {'action_type': 'Shotstopping', 'goals_added_raw': 0.6161, 'goals_added_above_avg': 0.6597000000000001, 'count_actions': 5}, {'action_type': 'Sweeping', 'goals_added_raw': 0.112, 'goals_added_above_avg': 0.116, 'count_actions': 6}]"
2lqR7VG4Qr,4JMAZ1D5Kg,1489,"[{'action_type': 'Claiming', 'goals_added_raw': 0.0048000000000000004, 'goals_added_above_avg': -0.0014, 'count_actions': 21}, {'action_type': 'Fielding', 'goals_added_raw': 0.0604, 'goals_added_above_avg': 0.1562, 'count_actions': 420}, {'action_type': 'Handling', 'goals_added_raw': -0.8697, 'goals_added_above_avg': -0.8512000000000001, 'count_actions': 52}, {'action_type': 'Passing', 'goals_added_raw': 1.0359, 'goals_added_above_avg': 0.0383, 'count_actions': 574}, {'action_type': 'Shotstopping', 'goals_added_raw': 4.1538, 'goals_added_above_avg': 4.6242, 'count_actions': 69}, {'action_type': 'Sweeping', 'goals_added_raw': 0.1073, 'goals_added_above_avg': 0.1502, 'count_actions': 31}]"
315VPWx9Q9,9z5kAmbQA3,402,"[{'action_type': 'Claiming', 'goals_added_raw': 0.053200000000000004, 'goals_added_above_avg': 0.051500000000000004, 'count_actions': 7}, {'action_type': 'Fielding', 'goals_added_raw': -0.017, 'goals_added_above_avg': 0.0088, 'count_actions': 106}, {'action_type': 'Handling', 'goals_added_raw': 0.0654, 'goals_added_above_avg': 0.0704, 'count_actions': 10}, {'action_type': 'Passing', 'goals_added_raw': 0.25670000000000004, 'goals_added_above_avg': -0.0126, 'count_actions': 158}, {'action_type': 'Shotstopping', 'goals_added_raw': -1.1678, 'goals_added_above_avg': -1.0408, 'count_actions': 16}, {'action_type': 'Sweeping', 'goals_added_raw': -0.20520000000000002, 'goals_added_above_avg': -0.19360000000000002, 'count_actions': 16}]"
