"","Player","Team","Season","Position","Minutes","Dribbling","Fouling","Interrupting","Passing","Receiving","Shooting","Goals Added"
"","Nicolás Dubersarsky","ATX","2025","CM","156","0.05","-0.25","0.07","0.02","-0.06","-0.04","-0.20"
"","Daniel Munie","SJE","2025","CB","658","0.05","0.04","-0.06","-0.22","-0.02","0.01","-0.20"
"","Ahmed Qasem","NSH","2025","W","679","-0.05","0.06","-0.19","-0.47","0.47","-0.04","-0.21"
"","Matthew Corcoran","NSH","2025","CM","158","0.01","-0.06","-0.04","-0.04","-0.05","-0.04","-0.21"
"","Eduard Löwen","STL","2025","CM","400","-0.07","0.01","0.00","-0.00","-0.15","-0.01","-0.21"
"","Wiktor Bogacz","NYRB","2025","ST","137","-0.10","-0.02","-0.07","0.04","-0.03","-0.05","-0.22"
"","Rida Zouhir","DCU","2025","W","253","-0.05","-0.02","-0.01","-0.01","-0.11","-0.02","-0.22"
"","Strahinja Tanasijević","NYC","2025","CB","259","0.03","0.02","-0.32","0.12","-0.05","-0.03","-0.22"
"","Edwin Mosquera","ATL","2025","W","180","0.12","-0.03","-0.10","-0.11","-0.08","-0.02","-0.22"
"","Isaiah Parente","LAG","2025","DM","730","0.00","0.01","-0.05","-0.06","-0.11","-0.02","-0.22"
"","Elijah Wynder","LAG","2025","CM","348","-0.21","0.03","0.02","-0.06","0.05","-0.05","-0.22"
"","Brandt Bronico","CLT","2025","DM","1072","-0.09","0.17","0.06","-0.30","0.09","-0.15","-0.22"
"","Ethan Bartlow","HOU","2025","CB","622","0.05","0.03","-0.27","-0.40","0.36","0.01","-0.22"
"","Griffin Dorsey","HOU","2025","FB","1390","-0.05","0.04","-0.24","-0.95","0.71","0.27","-0.23"
"","Owen Gene","MIN","2025","CM","142","-0.04","-0.00","-0.04","-0.01","-0.08","-0.06","-0.23"
"","Jake Girdwood-Reich","STL","2025","CM","109","-0.04","-0.04","-0.07","0.00","-0.04","-0.03","-0.23"
"","Diego Rossi","CLB","2025","ST","1280","-0.18","0.17","-0.24","-0.25","-0.18","0.44","-0.23"
"","Chidozie Awaziem","COL","2025","CB","1277","0.08","0.11","-0.02","-0.41","0.03","-0.02","-0.23"
"","Jeison Palacios","NSH","2025","CB","605","0.06","0.05","-0.49","-0.01","0.07","0.09","-0.24"
"","Patrick McNair","SD","2025","CB","1272","-0.01","0.13","-0.87","0.53","-0.03","0.00","-0.24"
"","Pablo Ruiz","RSL","2025","DM","314","-0.16","-0.06","-0.11","0.17","-0.12","0.04","-0.24"
"","Dawid Bugaj","MTL","2025","FB","532","0.07","0.03","-0.06","-0.19","-0.09","-0.01","-0.25"
"","Tyrese Spicer","TOR","2025","W","469","0.28","-0.27","-0.04","-0.10","-0.12","0.01","-0.25"
"","Brendan Hines-Ike","ATX","2025","CB","1194","-0.26","0.18","0.10","-0.18","-0.03","-0.08","-0.25"
"","Luis Abram","ATL","2025","CB","1001","0.07","-0.17","-0.00","0.10","-0.19","-0.06","-0.26"
"","Tucker Lepley","LAG","2025","CM","417","0.14","0.06","-0.01","-0.56","0.07","0.05","-0.26"
"","Cavan Sullivan","PHI","2025","W","78","-0.05","-0.01","-0.02","-0.08","-0.06","-0.04","-0.26"
"","Jeppe Tverskov","SD","2025","DM","1388","-0.04","-0.24","-0.51","0.44","0.10","-0.01","-0.26"
"","Cedric Teuchert","STL","2025","ST","831","0.22","0.20","-0.18","-0.11","-0.26","-0.14","-0.26"
"","Emmanuel Boateng","SD","2025","W","111","-0.01","-0.02","-0.04","-0.07","-0.06","-0.07","-0.26"
"","Marco Farfan","FCD","2025","FB","524","-0.10","-0.03","0.05","-0.22","-0.03","0.06","-0.26"
"","Santiago Muñoz","SKC","2025","ST","103","-0.07","-0.00","0.01","-0.02","-0.12","-0.07","-0.27"
"","Cesar Ruvalcaba","CLB","2025","CB","176","0.06","0.03","-0.11","-0.23","-0.03","0.01","-0.27"
"","Michael Edwards","COL","2025","CB","35","-0.00","0.00","-0.23","-0.02","-0.01","-0.00","-0.27"
"","Ariel Lassiter","POR","2025","W","240","-0.03","-0.01","0.01","-0.09","-0.12","-0.05","-0.27"
"","Ondrej Lingr","HOU","2025","W","457","-0.25","-0.02","-0.10","-0.10","0.14","0.07","-0.27"
"","Robert Taylor","ATX, MIA","2025","W","273","-0.48","-0.02","-0.05","-0.11","0.26","0.11","-0.28"
"","Fernando Álvarez","MTL","2025","CB","533","-0.25","0.01","-0.12","-0.01","0.10","-0.02","-0.29"
"","Brad Smith","CIN","2025","FB","207","-0.25","-0.00","-0.08","-0.15","0.17","0.02","-0.29"
"","Tomás Chancalay","NER","2025","ST","110","-0.20","-0.01","0.00","-0.06","0.02","-0.04","-0.29"
"","Osman Bukari","ATX","2025","W","1013","-0.45","0.14","0.22","-0.59","0.41","-0.02","-0.29"
"","Zanka","LAG","2025","CB","627","-0.58","0.02","0.14","0.27","-0.12","-0.03","-0.29"
"","Gabriel Pirani","DCU","2025","AM","689","0.02","-0.07","-0.11","-0.15","0.09","-0.07","-0.29"
"","Pavel Bucha","CIN","2025","CM","1225","0.24","-0.01","-0.03","-0.38","-0.06","-0.05","-0.29"
"","Samuel Shashoua","MIN","2025","DM","133","-0.14","0.01","-0.07","-0.10","-0.01","0.01","-0.30"
"","Devin Padelford","MIN","2025","CB","102","-0.02","0.01","-0.20","-0.06","-0.02","-0.01","-0.30"
"","Andrés Reyes","SD","2025","CB","43","0.00","-0.30","-0.00","0.01","-0.01","-0.00","-0.30"
"","Jacob Bartlett","SKC","2025","DM","889","-0.14","0.05","0.38","-0.25","-0.21","-0.13","-0.31"
"","Giuseppe Bovalina","VAN","2025","FB","141","-0.18","0.00","-0.08","-0.21","0.08","0.08","-0.31"
"","D'Avilla Dje tah","CHI","2025","DM","149","-0.13","0.01","-0.10","-0.02","-0.04","-0.03","-0.32"
"","Kosi Thompson","TOR","2025","FB","1066","0.04","-0.23","0.30","-0.17","-0.15","-0.11","-0.32"
"","Julián Aude","LAG","2025","FB","746","0.02","0.18","0.03","-0.26","-0.22","-0.07","-0.32"
"","Yannick Bright","MIA","2025","DM","816","-0.19","-0.02","0.60","-0.37","-0.21","-0.14","-0.32"
"","Anderson Julio","FCD","2025","W","880","0.15","-0.11","-0.04","-0.49","0.24","-0.07","-0.32"
"","Sam Williams","CHI","2025","CM","263","-0.02","0.00","-0.13","-0.08","-0.07","-0.03","-0.33"
"","Jovan Lukić","PHI","2025","CM","1209","-0.03","-0.01","-0.12","0.02","-0.31","0.12","-0.33"
"","Luis Suárez","MIA","2025","ST","822","-0.08","-0.02","-0.07","0.46","-0.38","-0.23","-0.33"
"","Show","FCD","2025","CM","269","-0.04","0.01","-0.09","-0.08","-0.06","-0.07","-0.33"
"","Marcus Ingvartsen","SD","2025","ST","347","-0.35","-0.02","-0.05","-0.26","0.39","-0.02","-0.33"
"","Bernard Kamungo","FCD","2025","W","324","0.03","0.01","0.08","-0.26","-0.11","-0.08","-0.34"
"","Keegan Rosenberry","COL","2025","FB","857","-0.17","0.03","-0.06","0.01","-0.09","-0.05","-0.34"
"","Bode Hidalgo","RSL","2025","FB","776","-0.07","-0.03","-0.08","0.01","-0.10","-0.07","-0.34"
"","Wyatt Meyer","NSH","2025","CM","161","-0.05","0.00","-0.11","-0.13","-0.03","-0.03","-0.34"
"","Emiro Garcés","LAG","2025","CB","1067","-0.17","-0.27","0.37","-0.14","-0.13","-0.01","-0.35"
"","Ajani Fortune","ATL","2025","CM","649","0.06","-0.06","-0.10","-0.02","-0.13","-0.10","-0.35"
"","Braian Ojeda","RSL","2025","DM","1272","-0.15","0.39","-0.30","-0.18","-0.12","0.02","-0.35"
"","Bartosz Slisz","ATL","2025","DM","956","-0.08","-0.23","-0.10","0.14","0.01","-0.09","-0.35"
"","Ramiro Enrique","ORL","2025","ST","333","-0.29","-0.03","0.01","-0.11","0.12","-0.05","-0.35"
"","Hannes Wolf","NYC","2025","W","1241","-0.00","-0.14","0.06","-0.47","-0.10","0.30","-0.36"
"","Brayan Ceballos","NER","2025","CB","1117","-0.07","-0.05","0.05","-0.19","-0.08","-0.02","-0.36"
"","Monsef Bakrar","NYC","2025","W","383","-0.36","-0.03","0.07","-0.21","0.20","-0.04","-0.36"
"","Federico Redondo","MIA","2025","CM","503","0.08","-0.02","0.09","-0.22","-0.19","-0.10","-0.36"
"","Yaw Yeboah","LAFC","2025","CM","341","-0.11","0.04","-0.03","-0.15","-0.07","-0.05","-0.37"
"","Paul Rothrock","SEA","2025","FB","1086","0.54","0.24","-0.15","-1.18","0.04","0.15","-0.37"
"","Sean Nealis","NYRB","2025","CB","1108","0.12","-0.18","0.29","-0.46","-0.06","-0.08","-0.37"
"","Yuya Kubo","CIN","2025","ST","607","0.16","-0.04","-0.08","-0.36","-0.22","0.18","-0.37"
"","Miguel Berry","LAG","2025","ST","436","0.10","-0.05","-0.10","-0.08","-0.08","-0.17","-0.37"
"","Gilberto Flores","CIN","2025","CB","743","-0.13","0.11","-0.15","-0.07","-0.08","-0.05","-0.38"
"","Daniel Steres","HOU","2025","FB","446","-0.10","-0.02","-0.14","0.05","-0.11","-0.07","-0.38"
"","Ashley Westwood","CLT","2025","DM","1412","-0.12","0.10","-0.08","-0.07","-0.06","-0.15","-0.38"
"","Chris Durkin","STL","2025","CM","397","-0.01","-0.05","0.15","-0.27","-0.11","-0.10","-0.38"
"","Josh Bauer","NSH","2025","FB","381","-0.13","-0.03","-0.20","-0.06","-0.03","0.06","-0.39"
"","Deandre Kerr","TOR","2025","ST","255","-0.05","0.03","-0.02","-0.21","-0.08","-0.06","-0.39"
"","Matthew Edwards","ATL","2025","FB","786","-0.10","-0.04","-0.07","-0.05","-0.07","-0.07","-0.39"
"","Reggie Cannon","COL","2025","FB","925","-0.11","0.02","0.07","-0.27","0.00","-0.10","-0.39"
"","Brian Anunga","CIN","2025","CM","859","-0.12","-0.01","0.43","-0.38","-0.16","-0.15","-0.39"
"","Tim Ream","CLT","2025","FB","1247","-0.01","0.06","-0.07","0.06","-0.28","-0.15","-0.39"
"","Emil Forsberg","NYRB","2025","AM","1316","-0.63","-0.05","-0.20","0.18","0.56","-0.27","-0.40"
"","Wikelman Carmona","NYRB","2025","W","678","0.11","-0.16","0.08","-0.14","-0.23","-0.07","-0.40"
"","Eric Miller","POR","2025","FB","365","0.04","0.01","-0.12","-0.33","0.04","-0.05","-0.40"
"","Kevin Long","TOR","2025","CB","1006","-0.00","-0.07","0.04","-0.14","-0.14","-0.10","-0.40"
"","Jackson Yueill","NER","2025","DM","408","-0.05","0.00","0.12","-0.28","-0.15","-0.06","-0.41"
"","Boris Enow","DCU","2025","CM","745","0.11","-0.01","0.12","-0.33","-0.23","-0.07","-0.41"
"","Noah Cobb","ATL","2025","CB","409","-0.01","-0.04","-0.41","0.20","-0.12","-0.03","-0.41"
"","Dave Romney","SJE","2025","CB","1323","0.00","0.12","-0.50","0.16","-0.16","-0.06","-0.42"
"","Kaick","FCD","2025","CM","567","-0.08","-0.05","-0.06","-0.10","-0.05","-0.08","-0.42"
"","Tyler Wolff","RSL","2025","W","335","-0.06","0.05","0.09","-0.13","-0.23","-0.15","-0.43"
"","Mohammed Sofo","NYRB","2025","W","473","-0.27","-0.06","-0.08","-0.15","0.06","0.06","-0.43"
"","Tomás Ángel","SD","2025","ST","373","-0.20","-0.04","-0.07","-0.13","0.00","0.00","-0.43"
"","Bryce Duke","MTL","2025","AM","470","-0.01","0.01","-0.07","-0.22","-0.15","0.00","-0.44"
"","Felipe Mora","POR","2025","ST","854","-0.46","0.14","-0.17","-0.02","0.20","-0.12","-0.44"
"","Sigurd Rosted","TOR","2025","CB","1107","-0.03","0.15","-0.41","-0.13","-0.02","0.00","-0.44"
"","Cristhian Paredes","POR","2025","DM","332","-0.17","-0.09","0.07","-0.10","-0.09","-0.08","-0.45"
"","Jimer Fory","POR","2025","FB","960","-0.29","-0.07","0.12","-0.09","-0.04","-0.07","-0.45"
"","Ronald Hernández","ATL","2025","FB","307","-0.02","-0.01","-0.24","-0.02","-0.11","-0.05","-0.45"
"","Andrés Cubas","VAN","2025","DM","978","-0.23","-0.02","0.09","0.01","-0.24","-0.08","-0.45"
"","Logan Farrington","FCD","2025","ST","628","-0.04","-0.01","0.18","-0.04","-0.33","-0.21","-0.45"
"","Derrick Etienne Jr.","TOR","2025","ST","390","0.16","-0.07","-0.03","-0.15","-0.32","-0.05","-0.45"
"","Khiry Shelton","SKC","2025","FB","563","-0.21","0.03","-0.24","-0.12","0.08","0.00","-0.46"
"","Mitja Ilenic","NYC","2025","FB","934","-0.08","0.01","-0.32","-0.08","-0.08","0.07","-0.46"
"","Nathan Byrne","CLT","2025","FB","804","-0.10","0.02","-0.05","-0.08","-0.15","-0.10","-0.46"
"","Artur","HOU","2025","DM","1367","-0.22","-0.16","0.55","-0.10","-0.32","-0.22","-0.47"
"","Jonathan Dean","CHI","2025","FB","624","0.00","0.02","-0.25","-0.15","-0.08","-0.01","-0.47"
"","Jules-Anthony Vilsaint","MTL","2025","ST","137","-0.22","-0.01","-0.06","-0.06","-0.08","-0.05","-0.48"
"","Sebastien Ibeagha","FCD","2025","CB","1260","0.04","-0.16","-0.11","0.06","-0.18","-0.13","-0.48"
"","Dániel Sallói","SKC","2025","W","989","-0.76","-0.13","-0.09","-0.31","0.74","0.07","-0.48"
"","Sergio Santos","CIN","2025","ST","555","-0.28","-0.00","0.01","-0.22","0.14","-0.12","-0.48"
"","Diogo Gonçalves","RSL","2025","W","1084","-0.07","-0.06","-0.18","0.03","-0.31","0.09","-0.48"
"","Oliver Larraz","COL","2025","CM","1159","-0.18","0.09","0.19","-0.39","-0.05","-0.15","-0.48"
"","Daniel Edelman","NYRB","2025","CM","839","0.11","0.06","-0.22","-0.12","-0.18","-0.13","-0.48"
"","Logan Ndenbe","SKC","2025","FB","938","0.06","0.08","-0.41","-0.32","0.07","0.02","-0.49"
"","Dagur Dan Thórhallsson","ORL","2025","CM","552","-0.11","-0.02","-0.04","-0.27","0.06","-0.11","-0.49"
"","Oleksandr Svatok","ATX","2025","CB","1079","-0.07","0.11","-0.46","-0.09","0.01","-0.00","-0.50"
"","João Klauss","STL","2025","ST","851","-0.24","-0.13","-0.06","-0.46","0.29","0.08","-0.51"
"","Maxime Dominguez","TOR","2025","CM","284","-0.08","-0.03","-0.12","-0.12","-0.09","-0.08","-0.51"
"","Jared Stroud","DCU","2025","W","803","-0.71","-0.09","0.21","-0.05","0.09","0.05","-0.51"
"","Raoul Petretta","TOR","2025","FB","816","-0.19","0.06","-0.23","-0.19","0.09","-0.06","-0.52"
"","Edwin Cerrillo","LAG","2025","DM","1156","-0.10","0.03","-0.11","-0.06","-0.20","-0.08","-0.52"
"","Tsiki Ntsabeleng","FCD","2025","CM","336","-0.18","0.01","-0.22","-0.08","-0.06","0.00","-0.52"
"","Zorhan Bassong","SKC","2025","CM","588","-0.08","-0.06","-0.13","-0.11","-0.12","-0.03","-0.53"
"","Maximiliano Urruti","NER","2025","ST","438","0.17","-0.08","-0.00","-0.45","-0.14","-0.04","-0.55"
"","Bruno Wilson","SJE","2025","CB","811","-0.44","0.08","-0.20","-0.07","0.09","-0.02","-0.56"
"","Zac McGraw","POR","2025","CB","274","-0.03","-0.22","-0.19","-0.03","-0.06","-0.03","-0.57"
"","Ramiro","FCD","2025","DM","1073","-0.06","-0.29","-0.10","0.30","-0.23","-0.20","-0.58"
"","Nelson Palacio","RSL","2025","DM","235","0.00","-0.27","-0.19","-0.05","-0.07","-0.01","-0.58"
"","Jacob Murrell","DCU","2025","W","604","-0.04","-0.07","0.02","-0.36","-0.07","-0.07","-0.59"
"","Kim Kee-hee","SEA","2025","CB","612","0.02","0.05","-0.52","-0.07","-0.07","0.01","-0.59"
"","Kevin Kelsy","POR","2025","ST","603","-0.25","-0.02","0.15","-0.08","-0.24","-0.15","-0.59"
"","Jasper Löeffelsend","SD","2025","FB","635","-0.06","0.04","-0.07","-0.60","0.06","0.04","-0.59"
"","Jáder Obrian","ATX","2025","W","498","0.02","-0.02","-0.04","-0.02","-0.34","-0.20","-0.60"
"","Obinna Nwobodo","CIN","2025","CM","532","-0.04","-0.03","0.04","-0.29","-0.16","-0.11","-0.60"
"","Jeong Sang-Bin","MIN","2025","ST","329","-0.16","-0.02","-0.00","-0.13","-0.23","-0.05","-0.60"
"","Matti Peltola","DCU","2025","DM","545","-0.11","-0.30","0.21","-0.24","-0.10","-0.08","-0.61"
"","Jefferson Díaz","MIN","2025","CB","919","-0.07","-0.02","-0.51","-0.19","0.08","0.11","-0.61"
"","Forster Ajago","RSL","2025","ST","295","-0.32","-0.02","-0.01","-0.05","-0.12","-0.10","-0.61"
"","Aleksandr Guboglo","MTL","2025","FB","571","-0.06","-0.00","-0.00","-0.38","-0.14","-0.04","-0.62"
"","John Nelson","LAG","2025","FB","848","-0.05","-0.23","-0.03","-0.27","-0.03","-0.01","-0.62"
"","Hosei Kijima","DCU","2025","W","1049","-0.12","0.01","-0.02","-0.07","-0.26","-0.16","-0.62"
"","Wilfried Zaha","CLT","2025","W","1206","0.30","0.27","-0.15","-0.28","-0.74","-0.03","-0.64"
"","Igor","LAFC","2025","DM","1184","-0.38","0.05","-0.33","0.02","0.00","0.00","-0.64"
"","William Kumado","SD","2025","FB","695","0.18","-0.23","0.16","-0.64","-0.06","-0.05","-0.64"
"","Telasco Segovia","MIA","2025","W","736","-0.11","-0.07","0.08","-0.52","0.03","-0.06","-0.64"
"","Myrto Uzuni","ATX","2025","ST","1043","-0.55","-0.12","0.02","0.19","-0.19","-0.01","-0.65"
"","Marcel Hartel","STL","2025","CM","1358","-0.51","-0.05","-0.08","-0.29","0.15","0.13","-0.65"
"","Omari Glasgow","CHI","2025","FB","587","-0.14","-0.26","-0.03","-0.03","-0.09","-0.11","-0.65"
"","Sergio Oregel","CHI","2025","CM","1079","-0.37","-0.06","-0.10","0.15","-0.18","-0.12","-0.68"
"","Samuel Piette","MTL","2025","DM","799","-0.02","-0.06","-0.22","0.00","-0.24","-0.15","-0.68"
"","Dominik Marczuk","RSL","2025","W","632","-0.31","-0.05","0.01","-0.03","-0.28","-0.04","-0.69"
"","Diego Chará","POR","2025","DM","737","-0.04","-0.31","0.13","-0.18","-0.17","-0.14","-0.70"
"","Matt Polster","NER","2025","CM","894","-0.17","0.03","-0.32","-0.03","-0.12","-0.10","-0.71"
"","Joseph Paintsil","LAG","2025","W","525","-0.54","0.03","-0.13","-0.22","0.25","-0.10","-0.71"
"","Diego Luna","RSL","2025","AM","1181","-0.19","-0.10","0.13","-0.35","-0.14","-0.06","-0.71"
"","Brooks Lennon","ATL","2025","FB","880","-0.05","-0.19","-0.33","-0.06","-0.04","-0.05","-0.72"
"","Lucas Sanabria","LAG","2025","DM","468","-0.09","-0.03","-0.04","-0.28","-0.16","-0.13","-0.73"
"","Patrick Yazbek","NSH","2025","CM","865","0.03","-0.06","-0.03","-0.32","-0.26","-0.10","-0.74"
"","Jeremy Ebobisse","LAFC","2025","ST","431","-0.51","-0.06","-0.04","0.09","-0.20","-0.02","-0.75"
"","Agustín Ojeda","NYC","2025","W","563","-0.27","-0.06","0.12","-0.10","-0.25","-0.19","-0.76"
"","Ian Harkes","SJE","2025","CM","1076","-0.11","-0.23","-0.19","-0.04","-0.14","-0.06","-0.76"
"","Obafemi Awodesu","HOU","2025","CB","1237","0.27","-0.17","-0.38","-0.39","-0.03","-0.07","-0.78"
"","Jonathan Osorio","TOR","2025","DM","902","-0.04","0.01","0.08","-0.55","-0.19","-0.09","-0.78"
"","Gonzalo Lujan","MIA","2025","CB","1056","0.04","0.06","-0.62","-0.04","-0.16","-0.09","-0.79"
"","Nicolás Lodeiro","HOU","2025","W","448","-0.22","-0.01","0.01","-0.28","-0.16","-0.14","-0.79"
"","Jakob Glesnes","PHI","2025","CB","1327","-0.03","-0.14","-0.73","0.07","-0.02","0.05","-0.79"
"","Tom Barlow","CHI","2025","ST","236","-0.02","-0.30","0.03","-0.21","-0.20","-0.10","-0.80"
"","Olwethu Makhanya","PHI","2025","CB","803","-0.24","0.09","-0.25","-0.28","-0.14","0.00","-0.80"
"","Emmanuel Latte Lath","ATL","2025","ST","1128","0.11","-0.24","-0.28","-0.86","0.30","0.16","-0.81"
"","Josh Yaro","STL","2025","CB","1006","-0.55","-0.23","0.47","-0.18","-0.22","-0.11","-0.83"
"","Eryk Williamson","CLT","2025","CM","323","-0.08","-0.30","-0.08","-0.00","-0.24","-0.14","-0.84"
"","Luca De La Torre","SD","2025","CM","1168","-0.16","0.01","-0.26","-0.73","0.26","0.04","-0.84"
"","Diego Fagundez","LAG","2025","W","1227","-0.58","-0.10","0.16","0.41","-0.46","-0.29","-0.85"
"","Kellyn Acosta","CHI","2025","DM","433","-0.09","-0.22","-0.19","-0.23","-0.08","-0.06","-0.87"
"","William Agada","SKC, RSL","2025","ST","387","-0.53","-0.05","-0.04","-0.13","0.04","-0.16","-0.87"
"","Victor Loturi","MTL","2025","CM","882","-0.13","-0.06","-0.12","-0.34","-0.10","-0.14","-0.88"
"","Ibrahim Aliyu","CLB, HOU","2025","W","335","-0.14","-0.03","-0.02","-0.72","0.14","-0.12","-0.88"
"","Edvard Tagseth","NSH","2025","DM","1325","-0.20","-0.02","-0.20","-0.05","-0.32","-0.14","-0.93"
"","Kévin Cabral","COL","2025","W","791","-0.29","-0.13","-0.03","-0.34","-0.01","-0.16","-0.95"
"","Jonathan Shore","NYC","2025","DM","955","-0.55","-0.01","-0.16","-0.27","0.06","-0.03","-0.95"
"","Ilie Sánchez","ATX","2025","DM","915","0.13","-0.01","-0.29","-0.28","-0.33","-0.19","-0.96"
"","Benjamin Cremaschi","MIA","2025","W","788","-0.03","-0.09","0.06","-0.56","-0.11","-0.23","-0.96"
"","Lorenzo Insigne","TOR","2025","AM","753","-0.08","-0.11","-0.05","-0.47","-0.19","-0.10","-0.99"
"","Joao Ortíz","POR","2025","DM","656","-0.41","-0.27","0.13","-0.24","-0.08","-0.13","-1.00"
"","Maxi Moralez","NYC","2025","AM","1250","-0.62","-0.07","-0.02","0.48","-0.41","-0.38","-1.02"
"","Darlington Nagbe","CLB","2025","CM","1246","-0.01","0.10","-0.30","-0.33","-0.30","-0.21","-1.04"
"","Luca Langoni","NER","2025","W","484","-0.00","-0.05","-0.02","-0.26","-0.48","-0.25","-1.06"
"","Shapi Suleymanov","SKC","2025","W","1062","0.07","0.11","-0.34","-0.50","-0.29","-0.13","-1.08"
"","Mauricio Pineda","CHI","2025","DM","919","-0.22","0.03","-0.32","-0.47","-0.05","-0.06","-1.10"
"","Jack Maher","NSH","2025","CB","1413","-0.01","0.14","-0.94","-0.10","-0.11","-0.09","-1.11"
"","Brandon Servania","DCU","2025","CM","817","-0.10","-0.33","-0.03","-0.41","-0.21","-0.04","-1.11"
"","Saba Lobjanidze","ATL","2025","W","964","-0.35","-0.09","-0.44","-0.50","0.24","0.01","-1.13"
"","Alhassan Yusuf","NER","2025","CM","1210","-0.04","-0.09","-0.22","-0.55","-0.05","-0.20","-1.16"
"","Aleksey Miranchuk","ATL","2025","AM","1303","-0.43","-0.10","-0.36","-0.45","0.11","0.06","-1.16"
"","Indiana Vassilev","PHI","2025","W","838","-0.26","-0.03","-0.09","-0.34","-0.31","-0.14","-1.17"
"","Kévin Denkey","CIN","2025","ST","1147","0.28","-0.37","0.12","-0.89","-0.38","0.06","-1.18"
"","Miki Yamane","LAG","2025","FB","1025","-0.01","-0.18","-0.68","-0.35","0.08","-0.04","-1.18"
"","Sebastian Kowalczyk","HOU","2025","W","1026","-0.31","0.02","0.16","0.01","-0.70","-0.41","-1.23"
"","Antony","POR","2025","W","1204","-0.83","-0.35","0.09","-0.55","0.19","0.20","-1.25"
"","Eric Maxim Choupo-Moting","NYRB","2025","ST","1353","-0.07","0.06","-0.27","-0.08","-0.51","-0.38","-1.25"
"","Zavier Gozo","RSL","2025","W","540","-0.60","-0.06","0.00","-0.15","-0.35","-0.10","-1.27"
"","Jacen Russell-Rowe","CLB","2025","ST","1102","-1.01","-0.17","0.16","-0.48","0.31","-0.08","-1.28"
"","Samuel Rogers","CHI","2025","CB","922","-0.09","-0.28","-0.57","-0.06","-0.20","-0.10","-1.30"
"","Caden Clark","MTL","2025","AM","910","-0.40","-0.06","0.07","-0.16","-0.59","-0.21","-1.36"
"","Mamadou Fofana","NER","2025","CB","1175","-0.19","-0.13","-0.33","-0.45","-0.17","-0.11","-1.38"
"","Jesús Ferreira","SEA","2025","W","892","-0.53","-0.11","0.04","-0.03","-0.48","-0.37","-1.48"
"","Ariath Piol","RSL","2025","ST","625","-0.94","-0.07","-0.13","-0.06","0.02","-0.33","-1.50"
"","Nathan Ordaz","LAFC","2025","ST","778","0.04","-0.13","-0.07","-0.76","-0.60","-0.04","-1.56"
"","Ezequiel Ponce","HOU","2025","ST","1249","-0.84","-0.19","-0.19","-0.69","-0.02","-0.18","-2.12"
"","Amine Bassi","HOU","2025","AM","1191","-0.27","-0.11","-0.09","-0.59","-0.66","-0.40","-2.13"
"","Dejan Joveljic","SKC","2025","ST","1203","-1.50","-0.15","-0.15","-0.57","-0.41","-0.34","-3.11"