name,rating,Goals_percentile,Shots_percentile,Assists_percentile,Accurate passes_percentile,Pass accuracy_percentile,Accurate long balls_percentile,Long ball accuracy_percentile,Chances created_percentile,Successful crosses_percentile,Cross accuracy_percentile,Dribbles_percentile,Dribbles success rate_percentile,Touches_percentile,Touches in opposition box_percentile,Dispossessed_percentile,Fouls won_percentile,Tackles won_percentile,Tackles won %_percentile,Duels won_percentile,Duels won %_percentile,Aerials won_percentile,Aerials won %_percentile,Interceptions_percentile,Blocked scoring attempt_percentile,Fouls committed_percentile,Recoveries_percentile,Possession won final 3rd_percentile,Dribbled past_percentile,Yellow cards_percentile,Red cards_percentile,Shots on target_percentile,Penalties awarded_percentile
Dakota Barnathan,6.65,51.28205128205128,17.94871794871795,0,20.51282051282051,12.82051282051282,82.05128205128204,43.58974358974359,10.256410256410255,NA,NA,10.256410256410255,12.82051282051282,20.51282051282051,38.46153846153847,92.3076923076923,38.46153846153847,25.64102564102564,30.76923076923077,53.84615384615385,61.53846153846154,84.61538461538461,64.1025641025641,87.17948717948718,NA,41.02564102564102,17.94871794871795,12.82051282051282,66.66666666666666,58.97435897435898,100,15.384615384615383,NA
Dean Guezen,6.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Preston Kilwien,6.64,0,30.434782608695656,91.30434782608695,39.130434782608695,54.34782608695651,67.3913043478261,58.69565217391305,80.43478260869566,82.6086956521739,82.6086956521739,45.65217391304348,26.08695652173913,23.91304347826087,19.565217391304348,100,17.391304347826086,13.043478260869565,19.565217391304348,2.1739130434782608,52.17391304347826,13.043478260869565,54.34782608695651,50,NA,13.043478260869565,47.82608695652174,78.26086956521739,65.21739130434783,34.78260869565217,100,43.47826086956522,NA
Kevin O'Connor,6.63,0,9.090909090909092,37.878787878787875,42.42424242424242,13.636363636363637,46.96969696969697,16.666666666666664,10.606060606060606,78.78787878787878,46.96969696969697,27.27272727272727,68.18181818181817,40.909090909090914,6.0606060606060606,83.33333333333334,40.909090909090914,21.21212121212121,21.21212121212121,43.93939393939394,68.18181818181817,83.33333333333334,69.6969696969697,18.181818181818183,15.151515151515152,24.24242424242424,3.0303030303030303,6.0606060606060606,72.72727272727273,28.78787878787879,100,13.636363636363637,NA
Zahir Vazquez,6.62,89.74358974358975,92.3076923076923,0,0,0,5.128205128205128,5.128205128205128,7.6923076923076925,48.717948717948715,43.58974358974359,64.1025641025641,69.23076923076923,0,66.66666666666666,51.28205128205128,64.1025641025641,43.58974358974359,71.7948717948718,30.76923076923077,17.94871794871795,20.51282051282051,7.6923076923076925,53.84615384615385,92.3076923076923,5.128205128205128,35.8974358974359,89.74358974358975,2.564102564102564,100,100,87.17948717948718,NA
Michael Knapp,6.62,84.61538461538461,35.8974358974359,0,5.128205128205128,10.256410256410255,23.076923076923077,7.6923076923076925,20.51282051282051,NA,NA,51.28205128205128,35.8974358974359,5.128205128205128,74.35897435897436,76.92307692307693,56.41025641025641,35.8974358974359,51.28205128205128,69.23076923076923,28.205128205128204,87.17948717948718,56.41025641025641,66.66666666666666,56.41025641025641,82.05128205128204,33.33333333333333,35.8974358974359,38.46153846153847,46.15384615384615,5.128205128205128,58.97435897435898,NA
Devin Boyce,6.62,43.93939393939394,42.42424242424242,0,63.63636363636363,24.24242424242424,27.27272727272727,27.27272727272727,71.21212121212122,63.63636363636363,33.33333333333333,21.21212121212121,34.84848484848485,65.15151515151516,19.696969696969695,34.84848484848485,60.60606060606061,78.78787878787878,57.57575757575758,74.24242424242425,21.21212121212121,89.39393939393939,42.42424242424242,84.84848484848484,60.60606060606061,86.36363636363636,4.545454545454546,10.606060606060606,4.545454545454546,24.24242424242424,100,24.24242424242424,NA
Michael Chilaka,6.62,0,30.612244897959183,0,95.91836734693877,100,59.18367346938776,91.83673469387756,77.55102040816327,NA,NA,53.06122448979592,46.93877551020408,95.91836734693877,75.51020408163265,16.3265306122449,46.93877551020408,34.69387755102041,14.285714285714285,4.081632653061225,12.244897959183673,2.0408163265306123,14.285714285714285,71.42857142857143,NA,48.97959183673469,67.3469387755102,85.71428571428571,81.63265306122449,44.89795918367347,100,85.71428571428571,NA
Chevone Marsh,6.61,0,83.33333333333334,53.03030303030303,15.151515151515152,53.03030303030303,34.84848484848485,57.57575757575758,31.818181818181817,NA,NA,57.57575757575758,71.21212121212122,13.636363636363637,83.33333333333334,22.727272727272727,62.121212121212125,51.51515151515152,62.121212121212125,36.36363636363637,62.121212121212125,36.36363636363637,25.75757575757576,51.51515151515152,93.93939393939394,48.48484848484848,50,84.84848484848484,NA,46.96969696969697,100,39.39393939393939,93.93939393939394
Abel Alejandro Caputo,6.6,0,9.090909090909092,74.54545454545455,76.36363636363637,92.72727272727272,50.90909090909091,70.9090909090909,25.454545454545453,40,67.27272727272727,16.363636363636363,12.727272727272728,56.36363636363636,5.454545454545454,43.63636363636363,12.727272727272728,45.45454545454545,30.909090909090907,23.636363636363637,12.727272727272728,72.72727272727273,41.81818181818181,83.63636363636363,20,50.90909090909091,74.54545454545455,94.54545454545456,34.54545454545455,38.18181818181819,100,12.727272727272728,NA
Ivan Agyaakwah,6.6,100,100,0,38.775510204081634,53.06122448979592,4.081632653061225,6.122448979591836,100,NA,NA,93.87755102040816,57.14285714285714,53.06122448979592,95.91836734693877,6.122448979591836,93.87755102040816,67.3469387755102,26.53061224489796,93.87755102040816,57.14285714285714,67.3469387755102,48.97959183673469,20.40816326530612,NA,91.83673469387756,57.14285714285714,91.83673469387756,NA,55.10204081632652,100,95.91836734693877,NA
Angelo Calfo,6.6,0,20.40816326530612,95.91836734693877,12.244897959183673,42.857142857142854,8.16326530612245,12.244897959183673,53.06122448979592,85.71428571428571,85.71428571428571,48.97959183673469,100,4.081632653061225,32.6530612244898,48.97959183673469,42.857142857142854,20.40816326530612,69.38775510204081,6.122448979591836,10.20408163265306,30.612244897959183,22.448979591836736,28.57142857142857,NA,14.285714285714285,8.16326530612245,NA,69.38775510204081,79.59183673469387,100,NA,NA
Samuel Owusu,6.59,93.87755102040816,93.87755102040816,0,69.38775510204081,63.26530612244898,53.06122448979592,38.775510204081634,46.93877551020408,89.79591836734694,85.71428571428571,NA,NA,65.3061224489796,79.59183673469387,36.734693877551024,67.3469387755102,8.16326530612245,4.081632653061225,22.448979591836736,24.489795918367346,20.40816326530612,55.10204081632652,69.38775510204081,NA,69.38775510204081,16.3265306122449,NA,24.489795918367346,69.38775510204081,100,91.83673469387756,NA
Teddy Baker,6.59,87.17948717948718,69.23076923076923,84.61538461538461,41.02564102564102,17.94871794871795,89.74358974358975,61.53846153846154,71.7948717948718,82.05128205128204,89.74358974358975,66.66666666666666,23.076923076923077,51.28205128205128,58.97435897435898,0,33.33333333333333,0,10.256410256410255,2.564102564102564,7.6923076923076925,23.076923076923077,12.82051282051282,15.384615384615383,84.61538461538461,10.256410256410255,12.82051282051282,46.15384615384615,82.05128205128204,56.41025641025641,100,74.35897435897436,NA
Nico Brown,6.59,0,76.92307692307693,0,25.64102564102564,43.58974358974359,10.256410256410255,25.64102564102564,64.1025641025641,76.92307692307693,53.84615384615385,79.48717948717949,15.384615384615383,28.205128205128204,89.74358974358975,28.205128205128204,94.87179487179486,17.94871794871795,46.15384615384615,82.05128205128204,58.97435897435898,74.35897435897436,69.23076923076923,12.82051282051282,89.74358974358975,30.76923076923077,15.384615384615383,15.384615384615383,61.53846153846154,61.53846153846154,100,69.23076923076923,92.3076923076923
Emmanuel Alaribe,6.58,58.620689655172406,0,0,72.41379310344827,65.51724137931035,27.58620689655172,24.13793103448276,37.93103448275862,NA,NA,48.27586206896552,58.620689655172406,44.827586206896555,20.689655172413794,72.41379310344827,48.27586206896552,58.620689655172406,100,37.93103448275862,37.93103448275862,44.827586206896555,48.27586206896552,NA,13.79310344827586,86.20689655172413,41.37931034482759,68.96551724137932,44.827586206896555,41.37931034482759,3.4482758620689653,31.03448275862069,NA
Omar Gomez,6.58,0,22.448979591836736,0,8.16326530612245,14.285714285714285,28.57142857142857,40.81632653061224,87.75510204081633,NA,NA,65.3061224489796,48.97959183673469,8.16326530612245,NA,100,71.42857142857143,100,67.3469387755102,67.3469387755102,48.97959183673469,8.16326530612245,4.081632653061225,77.55102040816327,81.63265306122449,34.69387755102041,85.71428571428571,93.87755102040816,8.16326530612245,100,4.081632653061225,NA,NA
Stephen Payne,6.57,0,28.125,59.375,59.375,71.875,40.625,71.875,31.25,46.875,34.375,75,90.625,46.875,28.125,37.5,68.75,6.25,0,53.125,31.25,56.25,81.25,9.375,40.625,75,43.75,NA,21.875,78.125,100,59.375,NA
Sebastian Vivas,6.57,51.72413793103448,13.79310344827586,0,86.20689655172413,86.20689655172413,51.72413793103448,62.06896551724138,82.75862068965517,89.65517241379311,89.65517241379311,72.41379310344827,58.620689655172406,55.172413793103445,13.79310344827586,86.20689655172413,72.41379310344827,55.172413793103445,37.93103448275862,34.48275862068966,100,20.689655172413794,31.03448275862069,68.96551724137932,NA,13.79310344827586,55.172413793103445,79.3103448275862,NA,27.58620689655172,100,10.344827586206897,NA
Klaidi Cela,6.56,0,32.6530612244898,0,42.857142857142854,77.55102040816327,22.448979591836736,28.57142857142857,40.81632653061224,NA,NA,NA,NA,26.53061224489796,46.93877551020408,100,61.224489795918366,40.81632653061224,44.89795918367347,24.489795918367346,42.857142857142854,26.53061224489796,42.857142857142854,63.26530612244898,65.3061224489796,61.224489795918366,26.53061224489796,NA,79.59183673469387,14.285714285714285,100,NA,NA
Andrew Jean-Baptiste,6.56,0,40.81632653061224,0,32.6530612244898,18.367346938775512,75.51020408163265,69.38775510204081,95.91836734693877,NA,NA,NA,NA,61.224489795918366,81.63265306122449,100,22.448979591836736,10.20408163265306,14.285714285714285,71.42857142857143,61.224489795918366,93.87755102040816,87.75510204081633,16.3265306122449,NA,77.55102040816327,53.06122448979592,NA,16.3265306122449,40.81632653061224,100,NA,NA
Adrian Billhardt,6.55,80.3030303030303,90.9090909090909,0,65.15151515151516,15.151515151515152,65.15151515151516,75.75757575757575,78.78787878787878,NA,NA,96.96969696969695,50,90.9090909090909,72.72727272727273,1.5151515151515151,65.15151515151516,86.36363636363636,100,93.93939393939394,42.42424242424242,69.6969696969697,72.72727272727273,NA,78.78787878787878,59.09090909090909,51.51515151515152,72.72727272727273,19.696969696969695,19.696969696969695,100,95.45454545454544,NA
Samory Powder,6.55,93.75,93.75,68.75,18.75,21.875,15.625,15.625,21.875,21.875,12.5,59.375,84.375,18.75,78.125,84.375,28.125,3.125,0,37.5,65.625,87.5,68.75,31.25,81.25,25,46.875,78.125,34.375,68.75,100,100,NA
Aiden Mesias,6.54,94.54545454545456,41.81818181818181,0,65.45454545454545,100,0,1.818181818181818,10.909090909090908,NA,NA,56.36363636363636,36.36363636363637,32.72727272727273,60,67.27272727272727,83.63636363636363,9.090909090909092,32.72727272727273,21.818181818181817,76.36363636363637,5.454545454545454,7.272727272727272,32.72727272727273,50.90909090909091,10.909090909090908,3.636363636363636,23.636363636363637,81.81818181818183,67.27272727272727,100,60,NA
Colby Quinones,6.53,0,0,0,15.625,15.625,25,18.75,0,12.5,9.375,21.875,65.625,25,18.75,87.5,84.375,50,78.125,28.125,81.25,18.75,6.25,12.5,NA,28.125,9.375,NA,62.5,21.875,100,NA,NA
Evan Lee,6.52,0,20.51282051282051,0,43.58974358974359,69.23076923076923,2.564102564102564,2.564102564102564,35.8974358974359,56.41025641025641,100,48.717948717948715,30.76923076923077,35.8974358974359,51.28205128205128,23.076923076923077,17.94871794871795,64.1025641025641,43.58974358974359,33.33333333333333,25.64102564102564,56.41025641025641,30.76923076923077,46.15384615384615,NA,7.6923076923076925,46.15384615384615,33.33333333333333,71.7948717948718,100,100,25.64102564102564,NA
Lamin Jawneh,6.51,0,87.87878787878788,83.33333333333334,6.0606060606060606,57.57575757575758,13.636363636363637,75.75757575757575,68.18181818181817,62.121212121212125,40.909090909090914,84.84848484848484,50,24.24242424242424,28.78787878787879,15.151515151515152,80.3030303030303,10.606060606060606,6.0606060606060606,72.72727272727273,25.75757575757576,53.03030303030303,27.27272727272727,80.3030303030303,86.36363636363636,87.87878787878788,16.666666666666664,62.121212121212125,10.606060606060606,13.636363636363637,100,68.18181818181817,NA
Emiliano Terzaghi,6.5,24.13793103448276,79.3103448275862,0,27.58620689655172,13.79310344827586,41.37931034482759,31.03448275862069,6.896551724137931,NA,NA,24.13793103448276,31.03448275862069,24.13793103448276,24.13793103448276,89.65517241379311,58.620689655172406,20.689655172413794,44.827586206896555,13.79310344827586,31.03448275862069,13.79310344827586,13.79310344827586,37.93103448275862,86.20689655172413,24.13793103448276,75.86206896551724,86.20689655172413,37.93103448275862,58.620689655172406,100,65.51724137931035,NA
Callum Stretch,6.5,0,18.367346938775512,0,73.46938775510205,65.3061224489796,55.10204081632652,73.46938775510205,81.63265306122449,83.6734693877551,77.55102040816327,46.93877551020408,48.97959183673469,69.38775510204081,55.10204081632652,51.02040816326531,6.122448979591836,22.448979591836736,24.489795918367346,18.367346938775512,46.93877551020408,48.97959183673469,69.38775510204081,14.285714285714285,79.59183673469387,26.53061224489796,55.10204081632652,NA,34.69387755102041,100,10.20408163265306,NA,NA
Sergio Chavez,6.49,79.59183673469387,87.75510204081633,0,28.57142857142857,67.3469387755102,34.69387755102041,55.10204081632652,NA,NA,NA,NA,NA,16.3265306122449,71.42857142857143,100,36.734693877551024,16.3265306122449,75.51020408163265,0,4.081632653061225,32.6530612244898,24.489795918367346,48.97959183673469,75.51020408163265,71.42857142857143,12.244897959183673,NA,61.224489795918366,48.97959183673469,100,83.6734693877551,NA
Handwalla Bwana,6.49,84.84848484848484,27.27272727272727,0,86.36363636363636,80.3030303030303,90.9090909090909,93.93939393939394,93.93939393939394,68.18181818181817,65.15151515151516,48.48484848484848,31.818181818181817,80.3030303030303,45.45454545454545,37.878787878787875,15.151515151515152,74.24242424242425,100,7.575757575757576,1.5151515151515151,22.727272727272727,7.575757575757576,NA,43.93939393939394,37.878787878787875,96.96969696969695,80.3030303030303,80.3030303030303,4.545454545454546,100,28.78787878787879,NA
James Vaughan,6.49,0,83.6734693877551,0,16.3265306122449,12.244897959183673,48.97959183673469,34.69387755102041,91.83673469387756,100,93.87755102040816,59.18367346938776,42.857142857142854,18.367346938775512,40.81632653061224,8.16326530612245,53.06122448979592,71.42857142857143,36.734693877551024,40.81632653061224,8.16326530612245,12.244897959183673,12.244897959183673,46.93877551020408,89.79591836734694,79.59183673469387,93.87755102040816,89.79591836734694,71.42857142857143,38.775510204081634,100,NA,NA
Nazeem Bartman,6.48,68.18181818181817,77.27272727272727,0,66.66666666666666,59.09090909090909,10.606060606060606,12.12121212121212,3.0303030303030303,57.57575757575758,40.909090909090914,54.54545454545454,100,59.09090909090909,46.96969696969697,27.27272727272727,77.27272727272727,31.818181818181817,21.21212121212121,39.39393939393939,68.18181818181817,12.12121212121212,9.090909090909092,63.63636363636363,68.18181818181817,28.78787878787879,72.72727272727273,90.9090909090909,60.60606060606061,100,100,69.6969696969697,NA
Laurence Wootton,6.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joel,6.47,0,10.256410256410255,79.48717948717949,84.61538461538461,46.15384615384615,74.35897435897436,66.66666666666666,53.84615384615385,74.35897435897436,84.61538461538461,28.205128205128204,35.8974358974359,76.92307692307693,25.64102564102564,79.48717948717949,0,33.33333333333333,76.92307692307693,20.51282051282051,23.076923076923077,79.48717948717949,79.48717948717949,56.41025641025641,NA,71.7948717948718,30.76923076923077,43.58974358974359,74.35897435897436,23.076923076923077,0,30.76923076923077,NA
Brandon Knapp,6.46,0,77.55102040816327,0,20.40816326530612,22.448979591836736,10.20408163265306,20.40816326530612,93.87755102040816,87.75510204081633,79.59183673469387,71.42857142857143,42.857142857142854,38.775510204081634,83.6734693877551,4.081632653061225,77.55102040816327,59.18367346938776,44.89795918367347,55.10204081632652,18.367346938775512,38.775510204081634,34.69387755102041,75.51020408163265,91.83673469387756,59.18367346938776,95.91836734693877,87.75510204081633,59.18367346938776,75.51020408163265,100,61.224489795918366,NA
Conor Doyle,6.45,60,10.909090909090908,50.90909090909091,45.45454545454545,25.454545454545453,63.63636363636363,30.909090909090907,80,92.72727272727272,61.81818181818181,7.272727272727272,100,38.18181818181819,7.272727272727272,92.72727272727272,5.454545454545454,30.909090909090907,47.27272727272727,3.636363636363636,63.63636363636363,56.36363636363636,70.9090909090909,52.72727272727272,NA,16.363636363636363,32.72727272727273,54.54545454545454,67.27272727272727,45.45454545454545,100,20,NA
Luka Prpa,6.45,33.33333333333333,7.575757575757576,0,46.96969696969697,56.060606060606055,25.75757575757576,18.181818181818183,33.33333333333333,15.151515151515152,22.727272727272727,13.636363636363637,24.24242424242424,9.090909090909092,4.545454545454546,71.21212121212122,21.21212121212121,13.636363636363637,7.575757575757576,10.606060606060606,30.303030303030305,50,56.060606060606055,28.78787878787879,36.36363636363637,42.42424242424242,21.21212121212121,31.818181818181817,65.15151515151516,40.909090909090914,100,21.21212121212121,NA
Neco Brett,6.45,31.03448275862069,37.93103448275862,0,37.93103448275862,51.72413793103448,48.27586206896552,17.24137931034483,10.344827586206897,NA,NA,58.620689655172406,86.20689655172413,13.79310344827586,65.51724137931035,93.10344827586206,13.79310344827586,82.75862068965517,62.06896551724138,10.344827586206897,37.93103448275862,6.896551724137931,6.896551724137931,48.27586206896552,44.827586206896555,41.37931034482759,24.13793103448276,20.689655172413794,65.51724137931035,51.72413793103448,100,58.620689655172406,NA
Ferrety Sousa,6.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Langlois,6.44,79.48717948717949,51.28205128205128,0,58.97435897435898,35.8974358974359,35.8974358974359,10.256410256410255,25.64102564102564,51.28205128205128,100,69.23076923076923,35.8974358974359,53.84615384615385,33.33333333333333,82.05128205128204,10.256410256410255,30.76923076923077,51.28205128205128,56.41025641025641,12.82051282051282,89.74358974358975,41.02564102564102,23.076923076923077,NA,46.15384615384615,2.564102564102564,30.76923076923077,23.076923076923077,100,100,56.41025641025641,NA
Griffin Garnett,6.43,0,0,0,48.97959183673469,61.224489795918366,30.612244897959183,42.857142857142854,61.224489795918366,NA,NA,51.02040816326531,48.97959183673469,34.69387755102041,20.40816326530612,100,8.16326530612245,69.38775510204081,26.53061224489796,8.16326530612245,22.448979591836736,0,2.0408163265306123,55.10204081632652,NA,40.81632653061224,71.42857142857143,NA,36.734693877551024,77.55102040816327,100,NA,NA
Babacar Diene,6.42,37.93103448275862,72.41379310344827,0,48.27586206896552,3.4482758620689653,58.620689655172406,20.689655172413794,20.689655172413794,86.20689655172413,72.41379310344827,93.10344827586206,79.3103448275862,65.51724137931035,48.27586206896552,82.75862068965517,75.86206896551724,68.96551724137932,100,82.75862068965517,82.75862068965517,72.41379310344827,51.72413793103448,89.65517241379311,31.03448275862069,44.827586206896555,100,89.65517241379311,62.06896551724138,13.79310344827586,100,89.65517241379311,NA
Hayden Anderson,6.4,45.45454545454545,12.12121212121212,62.121212121212125,4.545454545454546,9.090909090909092,16.666666666666664,10.606060606060606,60.60606060606061,43.93939393939394,33.33333333333333,25.75757575757576,15.151515151515152,15.151515151515152,39.39393939393939,84.84848484848484,7.575757575757576,66.66666666666666,100,12.12121212121212,3.0303030303030303,63.63636363636363,54.54545454545454,34.84848484848485,NA,74.24242424242425,34.84848484848485,50,18.181818181818183,45.45454545454545,100,25.75757575757576,NA
John Murphy,6.39,0,89.74358974358975,0,33.33333333333333,20.51282051282051,43.58974358974359,38.46153846153847,30.76923076923077,61.53846153846154,71.7948717948718,43.58974358974359,69.23076923076923,61.53846153846154,79.48717948717949,5.128205128205128,79.48717948717949,53.84615384615385,28.205128205128204,76.92307692307693,41.02564102564102,82.05128205128204,51.28205128205128,NA,69.23076923076923,84.61538461538461,53.84615384615385,56.41025641025641,41.02564102564102,15.384615384615383,100,82.05128205128204,NA
Jackson Kasanzu,6.39,0,67.3469387755102,0,65.3061224489796,44.89795918367347,81.63265306122449,67.3469387755102,42.857142857142854,NA,NA,NA,NA,71.42857142857143,59.18367346938776,14.285714285714285,40.81632653061224,30.612244897959183,81.63265306122449,12.244897959183673,26.53061224489796,36.734693877551024,77.55102040816327,85.71428571428571,67.3469387755102,55.10204081632652,83.6734693877551,NA,77.55102040816327,42.857142857142854,6.122448979591836,NA,NA
Rashid Tetteh,6.37,0,24.489795918367346,0,57.14285714285714,87.75510204081633,24.489795918367346,87.75510204081633,79.59183673469387,NA,NA,NA,NA,30.612244897959183,14.285714285714285,22.448979591836736,73.46938775510205,65.3061224489796,100,30.612244897959183,36.734693877551024,24.489795918367346,28.57142857142857,36.734693877551024,NA,4.081632653061225,30.612244897959183,NA,30.612244897959183,100,100,77.55102040816327,NA
Titus Washington,6.37,0,68.96551724137932,93.10344827586206,65.51724137931035,75.86206896551724,NA,NA,65.51724137931035,100,72.41379310344827,31.03448275862069,31.03448275862069,51.72413793103448,62.06896551724138,37.93103448275862,31.03448275862069,79.3103448275862,100,51.72413793103448,20.689655172413794,65.51724137931035,55.172413793103445,NA,48.27586206896552,68.96551724137932,72.41379310344827,82.75862068965517,27.58620689655172,17.24137931034483,100,41.37931034482759,NA
Carlos Anguiano,6.36,0,0,0,64.1025641025641,74.35897435897436,61.53846153846154,51.28205128205128,66.66666666666666,NA,NA,35.8974358974359,35.8974358974359,56.41025641025641,20.51282051282051,2.564102564102564,66.66666666666666,28.205128205128204,5.128205128205128,43.58974358974359,46.15384615384615,17.94871794871795,38.46153846153847,79.48717948717949,35.8974358974359,33.33333333333333,48.717948717948715,23.076923076923077,56.41025641025641,12.82051282051282,100,NA,NA
Christopher Garcia,6.35,0,46.96969696969697,71.21212121212122,59.09090909090909,87.87878787878788,22.727272727272727,36.36363636363637,39.39393939393939,53.03030303030303,18.181818181818183,71.21212121212122,36.36363636363637,57.57575757575758,69.6969696969697,75.75757575757575,54.54545454545454,25.75757575757576,10.606060606060606,53.03030303030303,28.78787878787879,6.0606060606060606,12.12121212121212,22.727272727272727,89.39393939393939,92.42424242424242,48.48484848484848,92.42424242424242,33.33333333333333,15.151515151515152,100,10.606060606060606,NA
Damia Viader,6.34,0,13.636363636363637,0,84.84848484848484,65.15151515151516,84.84848484848484,63.63636363636363,81.81818181818183,96.96969696969695,74.24242424242425,15.151515151515152,16.666666666666664,89.39393939393939,7.575757575757576,39.39393939393939,31.818181818181817,71.21212121212122,72.72727272727273,21.21212121212121,80.3030303030303,42.42424242424242,48.48484848484848,46.96969696969697,48.48484848484848,4.545454545454546,1.5151515151515151,NA,NA,37.878787878787875,100,9.090909090909092,NA
Oscar Jimnez,6.32,0,40.625,0,78.125,78.125,59.375,62.5,53.125,53.125,28.125,12.5,15.625,53.125,59.375,46.875,34.375,28.125,18.75,6.25,21.875,0,18.75,0,NA,18.75,56.25,68.75,40.625,59.375,100,46.875,NA
Daniel Bouman,6.31,0,1.5151515151515151,0,57.57575757575758,68.18181818181817,33.33333333333333,18.181818181818183,28.78787878787879,NA,NA,9.090909090909092,90.9090909090909,27.27272727272727,10.606060606060606,63.63636363636363,56.060606060606055,48.48484848484848,53.03030303030303,48.48484848484848,65.15151515151516,77.27272727272727,72.72727272727273,81.81818181818183,57.57575757575758,69.6969696969697,18.181818181818183,7.575757575757576,56.060606060606055,21.21212121212121,100,NA,NA
Brandon McManus,6.3,41.37931034482759,10.344827586206897,0,31.03448275862069,10.344827586206897,31.03448275862069,37.93103448275862,86.20689655172413,72.41379310344827,72.41379310344827,NA,NA,17.24137931034483,10.344827586206897,58.620689655172406,34.48275862068966,13.79310344827586,20.689655172413794,24.13793103448276,17.24137931034483,51.72413793103448,20.689655172413794,82.75862068965517,41.37931034482759,6.896551724137931,37.93103448275862,37.93103448275862,10.344827586206897,65.51724137931035,0,3.4482758620689653,NA
Brent Kallman,6.27,0,36.734693877551024,0,85.71428571428571,36.734693877551024,91.83673469387756,53.06122448979592,NA,NA,NA,55.10204081632652,100,85.71428571428571,38.775510204081634,100,79.59183673469387,6.122448979591836,44.89795918367347,63.26530612244898,100,81.63265306122449,91.83673469387756,87.75510204081633,69.38775510204081,18.367346938775512,89.79591836734694,NA,55.10204081632652,28.57142857142857,100,NA,NA
Giovanni Calixtro,6.26,59.09090909090909,51.51515151515152,0,39.39393939393939,71.21212121212122,48.48484848484848,75.75757575757575,25.75757575757576,28.78787878787879,13.636363636363637,59.09090909090909,75.75757575757575,28.78787878787879,51.51515151515152,3.0303030303030303,6.0606060606060606,46.96969696969697,21.21212121212121,18.181818181818183,6.0606060606060606,45.45454545454545,31.818181818181817,NA,77.27272727272727,68.18181818181817,71.21212121212122,13.636363636363637,30.303030303030305,100,100,15.151515151515152,NA
Bobby Pierre,6.26,0,0,0,67.2,88,15.2,76,NA,NA,NA,54.400000000000006,31.2,60.8,12,11.2,NA,47.2,14.4,45.6,24.8,58.4,56.8,5.6000000000000005,NA,91.2,20.8,NA,80.80000000000001,4,100,NA,NA
Juan Galindrez,6.26,0,51.72413793103448,0,55.172413793103445,58.620689655172406,17.24137931034483,37.93103448275862,24.13793103448276,NA,NA,17.24137931034483,58.620689655172406,34.48275862068966,82.75862068965517,62.06896551724138,0,75.86206896551724,100,31.03448275862069,31.03448275862069,58.620689655172406,75.86206896551724,55.172413793103445,65.51724137931035,79.3103448275862,13.79310344827586,NA,58.620689655172406,100,100,20.689655172413794,NA
Davey Mason,6.25,0,25,0,21.875,53.125,3.125,59.375,40.625,25,43.75,34.375,28.125,3.125,37.5,6.25,43.75,75,87.5,31.25,3.125,37.5,9.375,6.25,56.25,68.75,6.25,NA,43.75,37.5,100,56.25,NA
Taylor Gray,6.24,0,6.0606060606060606,75.75757575757575,12.12121212121212,7.575757575757576,6.0606060606060606,4.545454545454546,9.090909090909092,71.21212121212122,56.060606060606055,42.42424242424242,22.727272727272727,18.181818181818183,59.09090909090909,74.24242424242425,68.18181818181817,63.63636363636363,43.93939393939394,80.3030303030303,50,86.36363636363636,72.72727272727273,NA,25.75757575757576,56.060606060606055,27.27272727272727,95.45454545454544,9.090909090909092,36.36363636363637,100,12.12121212121212,NA
